id,created,salarymx,salaryusd,extramx,extrausd,variation,english_num,english_label,age,experience,seniority,country,city,profile,edutype,orgtype,emptype,remote,gender,education,act_dba,act_req,act_arq,act_bi,act_cap,act_dsc,act_spi,act_cons,act_dir,act_doc,act_techwrite,act_devops,act_erp,act_deng,act_techsales,act_prog,act_front,act_pm,act_infosec,act_soporte,act_test,act_uxd,act_ventas,lang_bash,lang_csharp,lang_clang,lang_cobol,lang_dart,lang_delphi,lang_elixir,lang_assm,lang_go,lang_groovy,lang_java,lang_js,lang_julia,lang_kotlin,lang_objc,lang_perl,lang_php,lang_plsql,lang_python,lang_rlang,lang_ruby,lang_rust,lang_scala,lang_swift,lang_vbnet,front_angular,front_phonegap,front_electron,front_flutter,front_ionic,front_ntscript,front_qt,front_react,front_unity,front_vue,front_xamarin,db_dynamo,db_cosmos,db_cassandra,db_elastic,db_firebasert,db_firestore,db_DB2,db_sqlserver,db_mongoDB,db_mysql,db_neo4j,db_oracle,db_pgsql,db_redis,db_sap,dsc_alteryx,dsc_azureml,dsc_dataiku,dsc_domino,dsc_h2o,dsc_watson,dsc_knime,dsc_rapidminer,dsc_sas,dsc_tf,infra_ansible,infra_chef,infra_docker,infra_k8s,infra_oshift,infra_ostack,infra_puppet,infra_terraform,infra_vmware,cert_agile,cert_android,cert_awsdev,cert_awsarch,cert_ba,cert_cisco,cert_cobit,cert_entarch,cert_cgeit,cert_gcloudarch,cert_gdata,cert_gweb,cert_itilint,cert_itilpra,cert_java,cert_linux,cert_msass,cert_msexp,cert_oracle,cert_pmp,cert_sap,cert_scrum,cert_infosec,cert_sixsigma,cert_testing2,cert_testing1,ben_equity,ben_car,ben_family,ben_edu,ben_bonus,ben_housing,ben_parking,ben_gas,ben_gym,ben_flexhours,ben_homeoffice,ben_loan,ben_healthmajor,ben_healthminor,ben_lifeins,ben_cafeteria,ben_cellphone,ben_vouchers,covid_remoto,covid_salario,covid_carga,covid_apoyo
3359,2020-12-01 13:04:13.716933,86000,0,40000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),36,13,3,México,Guadalajara,godin,escuela,isv,nomina,Y,hombre,universidad,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,Y,,Y,,Y,,,,remote,igual,Igual,"['computadora', 'muebles']"
3360,2020-12-01 13:54:58.282937,54000,0,30000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),34,10,0,México,CDMX,godin,escuela,itservices,nomina,Y,mujer,pasante,,Y,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,Y,,Y,,Y,,,,remote,mejor,aumentado,"['computadora', 'muebles', 'internet']"
3361,2020-12-01 13:58:54.301023,25000,0,315500,0,60,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),32,3,3,México,CDMX,godin,escuela,itservices,nomina,N,hombre,pasante,,Y,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,,,Y,remote,igual,aumentado,computadora
3362,2020-12-01 14:11:46.40192,100000,0,50000,0,50,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),39,12,1,México,Guadalajara,godin,escuela,isv,nomina,Y,hombre,pasante,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,Y,Y,,Y,,,,,,remote,igual,Igual,computadora
3363,2020-12-01 14:32:16.582881,52000,0,0,0,0,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),34,5,3,México,CDMX,emprendedor,autodidacta,itservices,emprendedor,N,hombre,prepa,Y,,,,,,,,,,,Y,,,,Y,,,,,,,,,Y,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,remote,igual,aumentado,
3364,2020-12-01 15:08:40.165315,15000,0,0,0,35,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),25,1,1,México,Guadalajara,godin,escuela,isv,nomina,Y,hombre,universidad,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,onsite,igual,aumentado,
3365,2020-12-01 15:31:51.599007,0,2000,0,15000,10,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),35,10,2,Otro,La Paz,independiente,trabajo,freelance,freelance,N,hombre,posgrado,,,Y,,,,,,,,,,,,,Y,,Y,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,remote,igual,Igual,
3366,2020-12-01 15:37:23.877235,24900,0,50000,0,5,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),36,13,11,México,CDMX,godin,trabajo,corp,nomina,N,hombre,maestria,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,Y,,Y,,Y,,,Y,Y,,Y,Y,,Y,remote,igual,aumentado,computadora
3367,2020-12-01 15:37:31.166172,24900,0,50000,0,5,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),36,13,11,México,CDMX,godin,trabajo,corp,nomina,N,hombre,maestria,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,Y,,Y,,Y,,,Y,Y,,Y,Y,,Y,remote,igual,aumentado,computadora
3368,2020-12-01 15:58:43.484174,109000,0,60000,0,2,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),30,6,3,México,CDMX,godin,escuela,isv,nomina,Y,hombre,universidad,,Y,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,Y,,,Y,Y,,Y,Y,Y,,,,remote,igual,Igual,"['muebles', 'internet']"
3369,2020-12-01 16:37:46.46237,38000,0,120000,0,3,5,Nativo o bilingue (ILR 5),30,3,3,México,Guadalajara,godin,escuela,itservices,nomina,Y,hombre,maestria,Y,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,,Y,Y,Y,,,Y,remote,igual,Igual,"['computadora', 'muebles']"
3370,2020-12-01 16:37:53.365512,38000,0,120000,0,3,5,Nativo o bilingue (ILR 5),30,3,3,México,Guadalajara,godin,escuela,itservices,nomina,Y,hombre,maestria,Y,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,,Y,Y,Y,,,Y,remote,igual,Igual,"['computadora', 'muebles']"
3371,2020-12-01 16:47:34.718226,75000,0,75000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),34,11,5,México,CDMX,godin,trabajo,isv,nomina,N,mujer,universidad,,Y,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,Y,,Y,,remote,igual,Igual,computadora
3372,2020-12-01 16:57:39.70363,30000,0,400000,0,5,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),40,18,4,México,Querétaro,godin,trabajo,itservices,nomina,Y,mujer,posgrado,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,Y,Y,,Y,,,,Y,Y,remote,mejor,aumentado,computadora
3373,2020-12-01 17:17:58.537685,100000,0,0,0,100,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),26,5,0,México,CDMX,godin,trabajo,startup,nomina,Y,hombre,tecnica,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,remote,mejor,Igual,
3374,2020-12-01 17:34:22.570432,70000,0,25000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),41,16,2,México,CDMX,godin,escuela,isv,nomina,Y,hombre,maestria,,Y,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,Y,Y,,Y,,,,,Y,remote,igual,Igual,
3375,2020-12-01 17:48:21.104454,70000,0,50000,0,8,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),30,6,1,México,Colima,godin,autodidacta,itservices,hibrido,Y,hombre,universidad,,,,,,,,,,,Y,Y,,,,Y,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,,,,,remote,mejor,Igual,"['computadora', 'muebles']"
3376,2020-12-01 17:48:36.982199,40000,0,20000,0,0,1,Elemental: Sé lo básico para sobrevivir (ILR 1),28,7,7,México,CDMX,godin,trabajo,itservices,hibrido,Y,hombre,pasante,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,,,remote,igual,aumentado,
3377,2020-12-01 17:55:06.924177,110000,0,50000,0,10,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),35,12,4,México,Guadalajara,godin,escuela,startup,nomina,N,hombre,maestria,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,Y,,Y,,,,,Y,remote,desempleo,aumentado,computadora
3378,2020-12-01 17:58:18.791113,130000,0,130000,0,40,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),30,9,2,México,CDMX,godin,escuela,startup,nomina,N,hombre,universidad,,Y,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,Y,,Y,,,,,Y,remote,igual,Igual,
3379,2020-12-01 17:58:40.83763,90000,0,120000,0,30,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),34,10,2,México,Guadalajara,godin,escuela,startup,nomina,N,hombre,maestria,,Y,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,Y,,,,,Y,,,,,,,,,Y,Y,,Y,,,,,Y,remote,igual,aumentado,
3380,2020-12-01 18:13:47.730068,90000,0,104000,0,30,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),34,14,5,México,Guadalajara,godin,autodidacta,startup,nomina,N,hombre,posgrado,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,Y,Y,Y,,,,,Y,remote,igual,Igual,computadora
3381,2020-12-01 18:35:59.689103,60000,0,60000,0,0,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),36,15,2,México,CDMX,godin,trabajo,corp,nomina,Y,hombre,pasante,Y,,,,,,,,,,,Y,,,,Y,,,,,,,,Y,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,,,remote,igual,aumentado,
3382,2020-12-01 18:45:58.75108,30000,0,45000,0,0,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),31,7,1,México,CDMX,godin,escuela,isv,nomina,N,mujer,pasante,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,Y,,,,,remote,bajaperm,Igual,"['computadora', 'muebles']"
3383,2020-12-01 18:49:22.89109,80000,0,56000,0,50,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),30,3,2,México,Guadalajara,godin,escuela,startup,nomina,N,hombre,universidad,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,Y,remote,igual,Igual,
3384,2020-12-01 18:52:25.05741,110000,0,150000,0,0,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),26,4,4,México,Guadalajara,godin,escuela,startup,nomina,N,hombre,universidad,,,Y,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,Y,,Y,,,,,Y,remote,igual,Igual,
3385,2020-12-01 18:56:02.210755,55000,0,66000,0,10,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),26,4,3,México,Guadalajara,godin,escuela,startup,nomina,N,mujer,pasante,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,Y,,Y,,,,,Y,remote,igual,aumentado,computadora
3386,2020-12-01 19:00:00.631644,59000,0,50000,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),35,8,2,México,CDMX,godin,autodidacta,startup,nomina,N,hombre,pasante,,Y,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,Y,,,,,,,,,,,,,Y,Y,,Y,,,,,Y,remote,igual,aumentado,
3387,2020-12-01 19:01:08.926911,42000,0,0,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),35,13,5,México,Estado de México,godin,escuela,itservices,nomina,N,hombre,maestria,,,,Y,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,Y,,remote,igual,Igual,computadora
3388,2020-12-01 19:18:47.214257,24000,0,12000,0,5,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),33,3,1,México,CDMX,godin,autodidacta,itservices,hibrido,Y,hombre,universidad,,,Y,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,Y,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,remote,igual,Igual,computadora
3389,2020-12-01 19:27:13.033182,30000,0,20000,0,30,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),26,2,2,México,CDMX,godin,autodidacta,startup,nomina,N,hombre,universidad,Y,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,remote,igual,aumentado,computadora
3390,2020-12-01 19:30:23.31835,52000,0,25000,0,10,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),31,6,1,México,CDMX,godin,escuela,itservices,nomina,Y,hombre,universidad,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,Y,remote,igual,Igual,computadora
3391,2020-12-01 19:46:42.076553,4000,0,1500,0,1,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),22,2,1,México,CDMX,estudiante,online,startup,becario,N,hombre,tecnica,,,,,,,,,,,Y,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,remote,mejor,disminuido,
3392,2020-12-01 19:58:55.935355,22000,0,0,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),31,3,1,México,CDMX,godin,autodidacta,itservices,nomina,Y,mujer,pasante,,,,,,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,Y,remote,bajatemp,Igual,"['computadora', 'muebles']"
3393,2020-12-01 20:16:07.369074,70000,0,0,0,0,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),31,10,2,México,CDMX,godin,escuela,itservices,nomina,Y,hombre,pasante,,,,,,,,,,,,Y,,,,Y,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,Y,,,Y,Y,Y,,Y,Y,,,Y,remote,igual,aumentado,"['computadora', 'muebles']"
3394,2020-12-01 20:16:11.359385,42000,0,40000,0,2,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),27,5,2,México,Mexico City,godin,autodidacta,itservices,hibrido,Y,hombre,pasante,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,Y,Y,Y,,,,,,remote,igual,Igual,computadora
3395,2020-12-01 20:24:17.667127,130000,0,0,0,0,5,Nativo o bilingue (ILR 5),38,15,3,México,Guadalajara,directivo,escuela,startup,nomina,Y,hombre,phd,,,Y,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,remote,igual,Igual,
3396,2020-12-01 20:35:50.699645,24000,0,80000,0,10,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),23,2,1,México,CDMX,godin,escuela,startup,nomina,N,hombre,universidad,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,Y,Y,,,Y,remote,desempleo,Igual,computadora
3397,2020-12-01 20:36:55.868797,35000,0,300005,0,5,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),53,27,27,México,MEXICALI,docente,escuela,uni,nomina,N,mujer,maestria,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,Y,Y,Y,,,Y,,,Y,remote,igual,aumentado,
3398,2020-12-01 20:39:15.976714,61000,0,30000,0,12,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),31,5,0,México,CDMX,godin,escuela,itservices,nomina,Y,hombre,pasante,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,Y,,,,,Y,Y,,Y,,,,,,remote,mejor,Igual,"['computadora', 'muebles', 'internet']"
3399,2020-12-01 20:40:09.163737,16000,0,0,0,-10,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),35,2,1,México,CDMX,godin,trabajo,startup,nomina,N,hombre,pasante,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,remote,bajatemp,Igual,
3400,2020-12-01 20:41:55.507746,17400,0,0,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),23,0,0,México,Tantoyuca,independiente,escuela,freelance,freelance,N,hombre,pasante,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,Y,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,remote,igual,Igual,
3401,2020-12-01 20:42:37.187243,60000,0,60000,0,30,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),29,3,1,México,Guadalajara,godin,escuela,startup,nomina,N,hombre,posgrado,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,Y,,Y,,Y,,,Y,remote,mejor,aumentado,computadora
3402,2020-12-01 22:05:34.466474,64000,0,0,0,3,5,Nativo o bilingue (ILR 5),36,11,0,México,Hermosillo,directivo,escuela,itservices,nomina,Y,hombre,universidad,,Y,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,remote,desempleo,aumentado,
3403,2020-12-01 22:13:04.16496,70000,0,900000,0,15,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),41,17,5,México,CDMX,independiente,autodidacta,freelance,freelance,N,hombre,universidad,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,remote,igual,aumentado,
3404,2020-12-01 22:18:15.282995,102000,0,50000,0,20,5,Nativo o bilingue (ILR 5),30,6,1,México,Guadalajara,godin,escuela,isv,nomina,Y,hombre,universidad,,Y,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,Y,,Y,,Y,,,,remote,mejor,aumentado,"['computadora', 'muebles']"
