id,ip_address,created,recaptcha_score,salarymx,salaryusd,extramx,extrausd,variation,english_num,english_label,age,experience,seniority,country,city,profile,edutype,orgtype,emptype,remote,gender,education,act_dba,act_req,act_arq,act_bi,act_cap,act_dsc,act_spi,act_cons,act_dir,act_doc,act_techwrite,act_devops,act_erp,act_deng,act_techsales,act_prog,act_front,act_pm,act_infosec,act_soporte,act_test,act_uxd,act_ventas,lang_bash,lang_csharp,lang_clang,lang_cobol,lang_dart,lang_delphi,lang_elixir,lang_assm,lang_go,lang_groovy,lang_java,lang_js,lang_kotlin,lang_objc,lang_perl,lang_php,lang_plsql,lang_python,lang_rlang,lang_ruby,lang_rust,lang_scala,lang_swift,lang_vbnet,front_angular,front_phonegap,front_electron,front_flutter,front_ionic,front_ntscript,front_qt,front_react,front_unity,front_vue,front_xamarin,db_dynamo,db_cosmos,db_cassandra,db_elastic,db_firebasert,db_firestore,db_DB2,db_sqlserver,db_mongoDB,db_mysql,db_neo4j,db_oracle,db_pgsql,db_redis,db_sap,dsc_alteryx,dsc_azureml,dsc_dataiku,dsc_domino,dsc_h2o,dsc_watson,dsc_knime,dsc_rapidminer,dsc_sas,dsc_tf,infra_ansible,infra_chef,infra_docker,infra_k8s,infra_oshift,infra_ostack,infra_puppet,infra_terraform,infra_vmware,cert_agile,cert_android,cert_awsdev,cert_awsarch,cert_ba,cert_cisco,cert_cobit,cert_entarch,cert_cgeit,cert_gcloudarch,cert_gdata,cert_gweb,cert_itilint,cert_itilpra,cert_java,cert_linux,cert_msass,cert_msexp,cert_oracle,cert_pmp,cert_sap,cert_scrum,cert_infosec,cert_sixsigma,cert_testing2,cert_testing1,ben_equity,ben_car,ben_family,ben_edu,ben_bonus,ben_housing,ben_parking,ben_gas,ben_gym,ben_flexhours,ben_homeoffice,ben_loan,ben_healthmajor,ben_healthminor,ben_lifeins,ben_cafeteria,ben_cellphone,ben_vouchers
1568,200.68.138.36,2020-01-09 14:59:07.186412,,23000,0,2000,0,10,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),28,6,1,México,Guadalajara,godin,escuela,corp,hibrido,N,hombre,universidad,,,,Y,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,2806:10a6:9:4c9a:6162:ed44:de26:cb35,2020-01-09 15:31:57.433395,,23000,0,0,0,0,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),27,6,1,México,Xalapa,independiente,autodidacta,freelance,freelance,N,hombre,universidad,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,
340,187.188.197.236,2019-12-26 19:49:34.969788,,22050,0,106425,0,5,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),28,6,2,México,Hermosillo,godin,escuela,isv,nomina,N,hombre,universidad,,,,,,,,,,,Y,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,
687,187.189.190.225,2019-12-27 15:37:58.763708,,22000,0,18000,0,3,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),29,6,3,México,Guadalajara,godin,escuela,itservices,nomina,N,hombre,universidad,,Y,,,,,,,,,Y,,,,,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,Y
1584,189.240.119.163,2020-01-09 15:11:05.41767,,22000,0,20000,0,2,1,Elemental: Sé lo básico para sobrevivir (ILR 1),28,6,3,México,CDMX,godin,escuela,gobierno,nomina,N,hombre,universidad,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,
2131,201.116.56.65,2020-01-13 17:21:47.803016,,22000,0,0,0,10,1,Elemental: Sé lo básico para sobrevivir (ILR 1),26,6,0,México,CDMX,godin,online,itservices,honorarios,N,hombre,universidad,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,,,,,,,,Y,,,,,Y,,,,Y,,,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,189.215.50.0,2020-01-17 02:58:54.457571,,22000,0,30000,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),32,6,2,México,Cancún,godin,escuela,itservices,hibrido,N,hombre,universidad,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,Y,,,,Y,,Y,,Y,,,,
838,2806:103e:e:937c:8dda:536e:5f66:26a4,2019-12-28 03:31:14.874033,,21000,0,18000,0,20,1,Elemental: Sé lo básico para sobrevivir (ILR 1),30,6,4,México,Guadalajara,godin,escuela,corp,nomina,N,mujer,universidad,Y,Y,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,
1455,201.149.39.226,2020-01-09 00:12:17.606649,,21000,0,10500,0,0,1,Elemental: Sé lo básico para sobrevivir (ILR 1),32,6,6,México,Estado de México,godin,escuela,itservices,nomina,N,hombre,universidad,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,
901,2806:102e:4:7d04:fcf2:c213:e245:8d68,2019-12-29 16:33:07.491247,,20000,0,4000,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),30,6,4,México,CDMX,godin,escuela,itservices,hibrido,N,hombre,universidad,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,Y,Y,,,
938,200.68.138.225,2019-12-30 15:28:14.88409,,20000,0,10000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),29,6,6,México,La Piedad,godin,escuela,itservices,hibrido,N,hombre,universidad,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,
1144,187.189.40.125,2020-01-06 17:11:45.903541,,20000,0,18000,0,40,1,Elemental: Sé lo básico para sobrevivir (ILR 1),28,6,1,México,Querétaro,godin,escuela,itservices,hibrido,N,hombre,universidad,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,
1654,187.237.165.84,2020-01-09 16:18:36.863713,,20000,0,60000,0,6,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),29,6,5,México,Culiacán,godin,escuela,corp,nomina,N,hombre,universidad,,,,Y,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,Y,,,,
1955,200.92.204.162,2020-01-10 18:42:36.015544,,20000,0,0,0,1,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),28,6,1,México,CDMX,godin,online,startup,hibrido,N,mujer,universidad,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,187.210.189.226,2020-01-13 20:53:04.788385,,20000,0,2000,0,50,1,Elemental: Sé lo básico para sobrevivir (ILR 1),32,6,1,México,CDMX,godin,escuela,itservices,hibrido,N,mujer,universidad,,Y,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,
1111,200.68.139.17,2020-01-05 06:13:35.413102,,18000,0,0,0,20,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),26,6,1,México,Colima,independiente,escuela,freelance,freelance,N,mujer,universidad,,,,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,2806:105e:1b:c0a:d870:a31a:65ca:329b,2020-01-09 18:02:01.128683,,18000,0,1,0,0,1,Elemental: Sé lo básico para sobrevivir (ILR 1),32,6,6,México,Estado de México,godin,escuela,freelance,freelance,N,hombre,universidad,Y,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,189.215.211.66,2019-12-25 16:20:28.974774,,17000,0,0,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),37,6,4,México,Oaxaca,directivo,escuela,isv,emprendedor,N,hombre,universidad,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
1141,177.244.50.34,2020-01-06 16:59:33.912976,,17000,0,198000,0,5,1,Elemental: Sé lo básico para sobrevivir (ILR 1),30,6,6,México,Torreón,godin,escuela,corp,nomina,N,hombre,universidad,Y,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,
1250,189.164.73.131,2020-01-07 17:39:59.80908,,17000,0,17000,0,10,1,Elemental: Sé lo básico para sobrevivir (ILR 1),37,6,2,México,Puebla,godin,trabajo,itservices,nomina,N,hombre,universidad,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,
711,189.216.84.208,2019-12-27 17:30:07.10381,,16000,0,60000,0,5,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),33,6,4,México,CDMX,godin,escuela,itservices,nomina,N,hombre,pasante,,,,,,,,Y,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,,,Y
744,189.173.99.30,2019-12-27 19:44:10.933759,,16000,0,210000,0,14,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),27,6,2,México,Hermosillo,godin,escuela,corp,nomina,N,hombre,universidad,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,
992,201.168.105.215,2019-12-31 02:05:44.092014,,16000,0,30000,0,1,1,Elemental: Sé lo básico para sobrevivir (ILR 1),30,6,4,México,León,godin,escuela,gobierno,nomina,N,mujer,universidad,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
1591,201.157.54.37,2020-01-09 15:15:53.842783,,15200,0,20000,0,0,1,Elemental: Sé lo básico para sobrevivir (ILR 1),29,6,6,México,Tehuacán,godin,escuela,corp,nomina,N,mujer,universidad,Y,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,Y,,
513,2806:103e:2:c8e1:1d60:d4e5:c7fb:d094,2019-12-26 21:46:49.114449,,15000,0,0,0,50,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),27,6,4,México,Aguascalientes,emprendedor,escuela,isv,emprendedor,N,hombre,universidad,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,
1624,200.68.143.9,2020-01-09 15:44:15.466403,,15000,0,15000,0,0,5,Nativo o bilingue (ILR 5),30,6,1,México,Xalapa,emprendedor,escuela,gobierno,nomina,N,hombre,universidad,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y
1825,187.190.191.71,2020-01-09 23:09:53.03461,,14000,0,6000,0,5,1,Elemental: Sé lo básico para sobrevivir (ILR 1),29,6,2,México,Mérida,godin,escuela,itservices,honorarios,N,hombre,universidad,,,,,,,,,,,Y,,,,,Y,Y,,,,,,,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,Y,,
2305,177.246.172.201,2020-01-14 15:17:52.304968,,14000,0,0,0,0,1,Elemental: Sé lo básico para sobrevivir (ILR 1),26,6,2,México,San Luis Rio Colorado,godin,escuela,corp,nomina,N,hombre,universidad,Y,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,Y,,Y,
1120,189.218.239.90,2020-01-06 00:31:32.907209,,13000,0,6000,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),29,6,1,México,Ciudad Victoria,godin,online,itservices,nomina,N,hombre,universidad,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,
1448,187.189.40.125,2020-01-08 23:45:05.137611,,13000,0,750,0,0,1,Elemental: Sé lo básico para sobrevivir (ILR 1),28,6,1,México,Querétaro,godin,trabajo,startup,hibrido,N,hombre,universidad,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,
2506,187.237.231.32,2020-01-15 12:15:49.714329,,13000,0,0,0,15,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),31,6,1,México,CDMX,godin,escuela,corp,nomina,N,mujer,universidad,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,148.213.21.68,2020-01-13 16:37:44.17716,,12000,0,0,0,0,1,Elemental: Sé lo básico para sobrevivir (ILR 1),29,6,5,México,Colima,godin,escuela,uni,nomina,Y,mujer,universidad,,,,,,,,,,,Y,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,Y,,,
2579,2806:2f0:7080:3aa:f95f:fbc6:ea42:7f17,2020-01-17 21:53:33.461832,,12000,0,0,0,0,1,Elemental: Sé lo básico para sobrevivir (ILR 1),30,6,9,México,Xalapa,emprendedor,autodidacta,gobierno,nomina,N,hombre,pasante,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,
2000,187.237.14.204,2020-01-11 01:54:42.886913,,11800,0,5000,0,10,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),32,6,1,México,Toluca,otro,trabajo,itservices,hibrido,N,hombre,universidad,Y,Y,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,Y,,,,
1005,2806:109f:4:9dd:7c2e:aa24:5cda:a3ea,2019-12-31 06:40:06.244106,,11225,0,46025,0,4,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),29,6,6,México,Monterrey,godin,escuela,uni,nomina,N,hombre,universidad,Y,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,Y,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,Y,,,,,Y
1910,200.68.142.27,2020-01-10 12:01:15.562251,,10000,0,30000,0,5,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),37,6,10,México,Chilpancingo,godin,autodidacta,gobierno,nomina,N,hombre,universidad,,Y,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,
1919,2806:10ae:11:ed92:a9b1:8b63:c584:9be5,2020-01-10 15:48:51.892963,,10000,0,0,0,20,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),30,6,3,México,Tehuacán,independiente,escuela,freelance,freelance,N,mujer,universidad,Y,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,201.166.158.123,2020-01-10 16:17:59.542883,,10000,0,0,0,50,1,Elemental: Sé lo básico para sobrevivir (ILR 1),28,6,1,México,CDMX,godin,trabajo,gobierno,nomina,N,mujer,universidad,Y,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,,,
1929,2806:101e:a:9ee:a848:9669:d7a4:5ed5,2020-01-10 16:40:39.281614,,10000,0,5000,0,10,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),29,6,6,México,Mazatlán,godin,autodidacta,itservices,hibrido,N,mujer,universidad,,,,,,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,
2282,2806:107e:f:5669:c8a9:3610:bd0a:8f2a,2020-01-14 05:43:13.103556,,10000,0,0,0,0,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),22,6,2,México,CDMX,godin,autodidacta,startup,nomina,N,hombre,pasante,,,Y,,,,,,,,,Y,,,,Y,,,,,,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
83,187.190.19.13,2019-12-24 16:58:49.404175,,8000,0,0,0,10,1,Elemental: Sé lo básico para sobrevivir (ILR 1),29,6,3,México,Aguascalientes,emprendedor,escuela,startup,emprendedor,Y,hombre,pasante,,,,,,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,
1104,2806:2f0:9260:41fc:2052:d538:fd3d:55e7,2020-01-05 00:04:31.167921,,7000,0,3000,0,30,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),31,6,4,México,CDMX,emprendedor,escuela,itservices,hibrido,N,mujer,universidad,,,,Y,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,
1176,187.189.83.42,2020-01-06 19:26:51.596839,,7000,0,0,0,0,1,Elemental: Sé lo básico para sobrevivir (ILR 1),28,6,1,México,Xalapa,godin,escuela,itservices,nomina,N,hombre,universidad,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,148.243.62.123,2020-01-16 17:54:00.625486,,7000,0,0,0,1,1,Elemental: Sé lo básico para sobrevivir (ILR 1),29,6,5,México,Aguascalientes,docente,escuela,uni,honorarios,N,mujer,maestria,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,201.160.158.167,2019-12-30 19:29:23.938524,,5000,0,0,0,0,1,Elemental: Sé lo básico para sobrevivir (ILR 1),26,6,6,México,Cuernavaca,independiente,escuela,freelance,freelance,N,hombre,universidad,Y,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,
2076,189.129.91.254,2020-01-13 03:18:05.913268,,5000,0,6000,0,50,1,Elemental: Sé lo básico para sobrevivir (ILR 1),28,6,6,México,Tuxtla Gutiérrez,godin,trabajo,uni,nomina,N,mujer,maestria,,,,,,,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,Y,,Y,Y,,,,,
15,186.31.144.82,2019-12-23 23:31:56.713491,,0,680,0,680,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),29,6,6,Colombia,Cali,godin,online,itservices,nomina,N,hombre,pasante,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,Y,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,Y,
195,100.38.3.116,2019-12-25 06:44:00.641595,,0,12500,0,0,200,5,Nativo o bilingue (ILR 5),35,6,1,Estados Unidos,New York City,godin,autodidacta,isv,nomina,N,mujer,maestria,,,,,,,,,,,,,,,,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,Y,,Y,Y,,Y,,Y,,Y,
